Age,Gender,Degree,Title,Industry of employer,Size of employer,State of employer in incorporate machine learning into business,Yearly salary > $100k,Years of coding experience,Years of experience in machine learning methods,Most frequently used data science platform,Most frequently used big data products,Experience with TPU,Primary tool for analyzing data,Regularly use Python,Regularly use R,Regularly use SQL,Regularly use Scikit-learn,Regularly use TensorFlow,Regularly use Keras,Regularly use PyTorch,Regularly use Xgboost,Regularly use Linear or Logistic Regression,Regularly use Decision Trees or Random Forests,Regularly use Gradient Boosting Machines,Regularly use Bayesian Approaches,Regularly use Convolutional Neural Networks
50-54,Woman,3,Other,Government/Public Service,2,I do not know,No,1,2.0,laptop,,1.0,Local development environments,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45-49,Woman,4,Research Scientist,Medical/Pharmaceutical,5,exploring,No,3,4.0,laptop,,1.0,Local development environments,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
25-29,Man,3,Statistician,Computers/Technology,5,do not use,No,0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60-69,Man,4,Data Analyst,Other,4,exploring,No,4,6.0,laptop,,1.0,Basic statistical software,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
40-44,Man,5,Data Scientist,Manufacturing/Fabrication,3,well established,Yes,5,8.0,Other,Oracle Database ,2.0,Local development environments,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
30-34,Man,5,Research Scientist,Academics/Education,4,I do not know,No,4,4.0,laptop,,1.0,Advanced statistical software,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
22-24,Man,3,Data Analyst,Manufacturing/Fabrication,5,do not use,No,1,1.0,desktop,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40-44,Man,4,Data Scientist,Hospitality/Entertainment/Sports,5,well established,No,5,1.0,cloud computing platform,Google Cloud BigQuery ,1.0,Cloud-based data software & APIs,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,4,Data Analyst,Insurance/Risk Assessment,5,recently started,No,4,3.0,laptop,Oracle Database ,1.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
35-39,Woman,5,Data Scientist,Insurance/Risk Assessment,4,well established,No,2,4.0,cloud computing platform,,1.0,Local development environments,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
35-39,Man,4,Machine Learning Engineer,Military/Security/Defense,5,well established,Yes,6,8.0,laptop,PostgreSQL ,2.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
25-29,Man,4,Product Manager,Accounting/Finance,5,recently started,No,3,4.0,laptop,,2.0,Business intelligence software,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
40-44,Prefer not to say,3,Data Analyst,Other,4,exploring,No,3,1.0,laptop,,1.0,Basic statistical software,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60-69,Man,3,Program/Project Manager,Computers/Technology,5,well established,Yes,6,1.0,laptop,Microsoft Azure SQL Database ,3.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50-54,Man,3,Software Engineer,Military/Security/Defense,5,well established,No,6,5.0,cloud computing platform,,2.0,Local development environments,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
25-29,Woman,3,Other,Government/Public Service,2,do not use,No,2,1.0,desktop,,1.0,Other,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,4,Data Analyst,Shipping/Transportation,2,exploring,No,3,3.0,desktop,Microsoft SQL Server ,3.0,Local development environments,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22-24,Man,3,Data Scientist,Insurance/Risk Assessment,1,recently started,No,3,3.0,laptop,,4.0,Cloud-based data software & APIs,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25-29,Man,4,Business Analyst,Government/Public Service,2,do not use,No,3,2.0,desktop,,1.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40-44,Woman,5,Research Scientist,Academics/Education,4,exploring,No,5,2.0,deep learning workstation,,1.0,Local development environments,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
35-39,Nonbinary,4,Other,Manufacturing/Fabrication,2,recently started,Yes,5,8.0,laptop,,1.0,Local development environments,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
30-34,Woman,4,Data Scientist,Medical/Pharmaceutical,5,recently started,No,4,1.0,laptop,,1.0,Local development environments,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-39,Man,3,Machine Learning Engineer,Hospitality/Entertainment/Sports,2,well established,Yes,4,7.0,laptop,,1.0,Cloud-based data software & APIs,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
50-54,Man,4,Other,Accounting/Finance,4,I do not know,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-29,Man,4,Business Analyst,Academics/Education,1,recently started,No,2,3.0,laptop,Amazon RDS ,2.0,Local development environments,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
40-44,Man,4,Other,Academics/Education,3,I do not know,No,0,0.0,,,0.0,Local development environments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60-69,Man,4,Software Engineer,Retail/Sales,5,well established,No,6,2.0,laptop,Oracle Database ,1.0,Local development environments,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40-44,Man,4,Statistician,Insurance/Risk Assessment,4,recently started,Yes,5,5.0,laptop,,3.0,Advanced statistical software,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
40-44,Woman,3,Developer Relations/Advocacy,Online Business/Internet-based Sales,1,I do not know,No,1,2.0,laptop,,2.0,Basic statistical software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55-59,Man,2,Software Engineer,Computers/Technology,1,I do not know,No,6,2.0,desktop,,1.0,Local development environments,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
35-39,Man,4,Data Scientist,Hospitality/Entertainment/Sports,3,exploring,No,4,5.0,cloud computing platform,Microsoft SQL Server ,1.0,Local development environments,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
50-54,Woman,4,Data Scientist,Energy/Mining,4,recently started,No,2,2.0,laptop,,1.0,Local development environments,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
35-39,Man,4,DBA/Database Engineer,Computers/Technology,1,do not use,No,2,5.0,laptop,Microsoft SQL Server ,3.0,Cloud-based data software & APIs,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
45-49,Man,3,Program/Project Manager,Medical/Pharmaceutical,4,exploring,Yes,5,3.0,deep learning workstation,,4.0,Basic statistical software,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
45-49,Man,4,Other,Government/Public Service,2,do not use,No,4,2.0,desktop,,1.0,Basic statistical software,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60-69,Man,4,Data Analyst,Military/Security/Defense,3,for insights only,No,5,5.0,desktop,,1.0,Advanced statistical software,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
35-39,Woman,4,Other,Academics/Education,4,I do not know,No,1,2.0,desktop,,1.0,Basic statistical software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-29,Man,4,Data Scientist,Government/Public Service,4,do not use,Yes,4,7.0,laptop,MySQL ,1.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
25-29,Woman,0,Data Analyst,Accounting/Finance,1,I do not know,No,1,4.0,desktop,,2.0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,4,Data Scientist,Military/Security/Defense,2,recently started,No,4,6.0,deep learning workstation,PostgreSQL ,3.0,Local development environments,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
22-24,Man,4,Machine Learning Engineer,Military/Security/Defense,1,recently started,No,4,5.0,desktop,,1.0,Local development environments,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
55-59,Man,4,Data Engineer,Online Service/Internet-based Services,5,well established,Yes,6,6.0,cloud computing platform,Microsoft Azure Cosmos DB ,3.0,Cloud-based data software & APIs,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
40-44,Man,4,Business Analyst,Government/Public Service,3,do not use,No,1,1.0,laptop,,1.0,Local development environments,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-29,Woman,4,Software Engineer,Military/Security/Defense,5,for insights only,No,4,5.0,laptop,,1.0,Local development environments,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30-34,Man,5,Data Scientist,Medical/Pharmaceutical,2,recently started,No,5,7.0,laptop,,2.0,Local development environments,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
35-39,Man,4,Data Scientist,Other,5,well established,Yes,2,2.0,laptop,,1.0,Basic statistical software,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45-49,Woman,3,Product Manager,Hospitality/Entertainment/Sports,1,do not use,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-39,Man,5,Statistician,Insurance/Risk Assessment,4,well established,Yes,5,7.0,desktop,,1.0,Local development environments,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
55-59,Man,3,Other,Other,4,exploring,No,1,2.0,desktop,MongoDB ,1.0,Basic statistical software,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40-44,Man,5,Data Scientist,Accounting/Finance,1,recently started,No,5,2.0,laptop,Google Cloud BigQuery ,1.0,Basic statistical software,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
30-34,Woman,4,Program/Project Manager,Government/Public Service,2,do not use,No,3,5.0,desktop,,1.0,Basic statistical software,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
25-29,Woman,4,Data Scientist,Accounting/Finance,5,I do not know,Yes,4,5.0,cloud computing platform,Other,1.0,Cloud-based data software & APIs,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
25-29,Man,4,Data Scientist,Non-profit/Service,3,for insights only,No,4,3.0,desktop,,1.0,Business intelligence software,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
22-24,Man,3,Data Analyst,Accounting/Finance,3,well established,No,3,3.0,laptop,,2.0,Business intelligence software,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
25-29,Man,4,Business Analyst,Marketing/CRM,1,do not use,No,0,0.0,,,0.0,Business intelligence software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50-54,Woman,4,Data Analyst,Accounting/Finance,4,for insights only,No,3,3.0,laptop,,1.0,Basic statistical software,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
30-34,Man,4,Data Analyst,Accounting/Finance,4,well established,No,5,7.0,desktop,PostgreSQL ,1.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
30-34,Man,5,Machine Learning Engineer,Computers/Technology,1,well established,Yes,2,4.0,cloud computing platform,Amazon RDS ,1.0,Cloud-based data software & APIs,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
40-44,Man,4,Business Analyst,Accounting/Finance,5,for insights only,No,3,2.0,laptop,,1.0,Basic statistical software,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
70+,Man,4,Other,Government/Public Service,5,for insights only,No,5,2.0,desktop,MySQL ,1.0,Business intelligence software,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
40-44,Man,4,Data Engineer,Computers/Technology,5,well established,Yes,5,3.0,cloud computing platform,Amazon RDS ,4.0,Cloud-based data software & APIs,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
30-34,Man,3,Other,Military/Security/Defense,3,I do not know,No,2,1.0,laptop,,1.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-39,Man,4,Data Scientist,Insurance/Risk Assessment,4,well established,Yes,4,6.0,cloud computing platform,,5.0,Cloud-based data software & APIs,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
50-54,Prefer not to say,5,Data Scientist,Manufacturing/Fabrication,5,well established,No,6,9.0,desktop,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
60-69,Man,4,Program/Project Manager,Government/Public Service,1,for insights only,No,5,6.0,laptop,MySQL ,1.0,Basic statistical software,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
35-39,Woman,5,Other,Academics/Education,5,well established,No,5,7.0,laptop,,1.0,Local development environments,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
35-39,Man,5,Data Scientist,Computers/Technology,5,well established,Yes,4,5.0,laptop,MySQL ,1.0,Local development environments,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60-69,Man,4,Other,Government/Public Service,5,exploring,No,6,2.0,desktop,,1.0,Advanced statistical software,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30-34,Woman,3,Business Analyst,Online Business/Internet-based Sales,2,exploring,No,1,1.0,laptop,,1.0,Business intelligence software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,4,Data Scientist,Computers/Technology,1,exploring,Yes,3,5.0,laptop,PostgreSQL ,1.0,Other,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35-39,Man,5,Research Scientist,Medical/Pharmaceutical,2,well established,No,4,2.0,desktop,,1.0,Local development environments,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
40-44,Man,4,Data Scientist,Academics/Education,2,do not use,No,4,1.0,laptop,,1.0,Local development environments,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22-24,Woman,4,Data Analyst,Accounting/Finance,1,I do not know,No,1,2.0,desktop,,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35-39,Woman,4,Data Engineer,Accounting/Finance,5,do not use,No,4,1.0,laptop,,1.0,Basic statistical software,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-39,Woman,2,Other,Other,1,do not use,No,0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60-69,Man,4,Data Engineer,Computers/Technology,4,I do not know,No,3,4.0,desktop,Microsoft SQL Server ,1.0,Local development environments,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45-49,Man,5,Data Scientist,Energy/Mining,5,recently started,Yes,6,9.0,cloud computing platform,Google Cloud BigQuery ,1.0,Other,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
30-34,Woman,4,Machine Learning Engineer,Accounting/Finance,4,well established,No,3,5.0,cloud computing platform,Oracle Database ,1.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
22-24,Man,3,Other,Government/Public Service,2,do not use,No,2,2.0,desktop,,1.0,Basic statistical software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45-49,Man,4,Data Engineer,Accounting/Finance,5,recently started,No,6,8.0,cloud computing platform,PostgreSQL ,1.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
35-39,Man,4,Software Engineer,Accounting/Finance,5,well established,No,2,3.0,laptop,,1.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
35-39,Man,5,Research Scientist,Manufacturing/Fabrication,5,well established,Yes,5,7.0,laptop,PostgreSQL ,1.0,Local development environments,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
45-49,Man,5,Other,Military/Security/Defense,5,I do not know,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Woman,4,Program/Project Manager,Accounting/Finance,5,recently started,No,0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Woman,4,Data Scientist,Energy/Mining,4,recently started,No,1,2.0,cloud computing platform,,1.0,Basic statistical software,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
30-34,Man,3,Data Engineer,Computers/Technology,1,do not use,Yes,4,7.0,cloud computing platform,Amazon DynamoDB ,1.0,Cloud-based data software & APIs,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
35-39,Man,5,Other,Academics/Education,4,I do not know,No,4,3.0,desktop,,2.0,Local development environments,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
55-59,Man,6,Machine Learning Engineer,Online Service/Internet-based Services,3,recently started,Yes,6,7.0,laptop,Amazon DynamoDB ,2.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
35-39,Man,4,Data Analyst,Non-profit/Service,1,I do not know,No,5,6.0,laptop,,3.0,Local development environments,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40-44,Man,2,Software Engineer,Academics/Education,1,do not use,No,5,1.0,desktop,,1.0,Basic statistical software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45-49,Man,4,Software Engineer,Computers/Technology,5,well established,Yes,6,2.0,laptop,,1.0,Other,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
30-34,Man,4,Business Analyst,Accounting/Finance,5,exploring,Yes,4,7.0,laptop,,1.0,Local development environments,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
50-54,Man,4,Data Scientist,Computers/Technology,5,well established,Yes,4,6.0,laptop,Google Cloud BigQuery ,4.0,Other,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
40-44,Man,4,Data Scientist,Other,5,recently started,No,4,7.0,cloud computing platform,Microsoft SQL Server ,1.0,Cloud-based data software & APIs,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60-69,Man,3,Data Analyst,Other,2,well established,Yes,4,8.0,laptop,Snowflake ,1.0,Basic statistical software,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
30-34,Woman,3,Software Engineer,Computers/Technology,4,exploring,No,3,3.0,laptop,MySQL ,3.0,Advanced statistical software,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
25-29,Woman,3,Data Analyst,Retail/Sales,4,for insights only,No,2,2.0,laptop,,2.0,Local development environments,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
60-69,Woman,3,Business Analyst,Manufacturing/Fabrication,4,I do not know,No,6,2.0,desktop,,1.0,Basic statistical software,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30-34,Man,5,Data Analyst,Academics/Education,1,exploring,No,2,2.0,laptop,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45-49,Man,3,Other,Computers/Technology,4,well established,No,4,5.0,cloud computing platform,Microsoft Azure Cosmos DB ,2.0,Local development environments,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
22-24,Man,3,Research Scientist,Medical/Pharmaceutical,5,I do not know,No,3,4.0,deep learning workstation,,1.0,Local development environments,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
40-44,Man,4,Other,Academics/Education,1,do not use,No,6,4.0,laptop,,1.0,Basic statistical software,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
25-29,Man,3,Business Analyst,Other,5,I do not know,No,3,2.0,laptop,,1.0,Basic statistical software,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
22-24,Man,4,Other,Broadcasting/Communications,4,recently started,No,2,2.0,cloud computing platform,,1.0,Basic statistical software,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
35-39,Man,4,Machine Learning Engineer,Computers/Technology,5,well established,Yes,5,6.0,cloud computing platform,Amazon Redshift ,4.0,Cloud-based data software & APIs,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
40-44,Man,4,Data Scientist,Computers/Technology,3,well established,Yes,5,7.0,deep learning workstation,Snowflake ,1.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35-39,Man,4,Business Analyst,Government/Public Service,5,well established,Yes,6,3.0,cloud computing platform,Google Cloud Spanner ,3.0,Cloud-based data software & APIs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40-44,Woman,5,Data Scientist,Medical/Pharmaceutical,3,well established,Yes,6,8.0,deep learning workstation,,3.0,Local development environments,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
25-29,Man,3,Data Engineer,Online Service/Internet-based Services,1,well established,No,3,4.0,laptop,Amazon Redshift ,1.0,Advanced statistical software,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
25-29,Man,3,Machine Learning Engineer,Shipping/Transportation,2,well established,No,3,4.0,laptop,,1.0,Local development environments,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
22-24,Man,3,Data Analyst,Hospitality/Entertainment/Sports,2,well established,No,4,5.0,desktop,Microsoft SQL Server ,1.0,Local development environments,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
30-34,Man,3,Data Scientist,Accounting/Finance,1,recently started,No,4,7.0,laptop,,1.0,Local development environments,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
60-69,Man,5,Other,Other,1,exploring,Yes,6,9.0,laptop,,1.0,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45-49,Man,3,Business Analyst,Computers/Technology,5,well established,Yes,5,3.0,desktop,Other,1.0,Basic statistical software,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
40-44,Man,4,Business Analyst,Academics/Education,1,do not use,No,3,3.0,desktop,,1.0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
60-69,Man,4,Other,Academics/Education,3,I do not know,No,4,2.0,laptop,,1.0,Basic statistical software,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
22-24,Woman,3,Data Analyst,Accounting/Finance,5,recently started,No,3,6.0,laptop,,3.0,Local development environments,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
40-44,Man,5,Other,Academics/Education,4,for insights only,Yes,4,8.0,laptop,,1.0,Local development environments,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
60-69,Man,4,Machine Learning Engineer,Medical/Pharmaceutical,1,well established,No,6,9.0,laptop,,1.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
25-29,Woman,4,Data Analyst,Computers/Technology,2,recently started,No,3,4.0,laptop,,1.0,Local development environments,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
50-54,Woman,4,Software Engineer,Medical/Pharmaceutical,4,well established,Yes,6,5.0,deep learning workstation,Microsoft SQL Server ,2.0,Basic statistical software,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
60-69,Man,4,Data Analyst,Academics/Education,4,do not use,No,6,3.0,desktop,,1.0,Advanced statistical software,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
30-34,Woman,4,Data Analyst,Government/Public Service,5,I do not know,No,3,1.0,laptop,,1.0,Business intelligence software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
